USER_NAME,REVIEW_DATE,RESTAURANT,USER_REVIEWS,USER_RESTAURANT_REVIEWS,USER_HELPFUL_VOTES,REVIEW_STARS
Flemmono,11/26/2012,"Swojski Smak",8,4,4,2
"Tracey P",10/22/2012,"Swojski Smak",14,6,8,4
DannyInNewYork,10/14/2012,"Swojski Smak",2,0,2,5
"Ann M",9/27/2012,"Swojski Smak",1,0,1,5
"Martyna S",9/4/2012,"Swojski Smak",5,0,4,5
oss2_12,8/2/2012,"Swojski Smak",17,9,8,1
turistkjell,6/30/2012,"Swojski Smak",53,22,69,5
"Agnes M",6/14/2012,"Swojski Smak",1,0,2,5
"Rene N",5/10/2012,"Swojski Smak",1,0,5,5
"Mac F",4/28/2012,"Swojski Smak",2,0,5,5
"Mark M",4/5/2012,"Swojski Smak",1,0,2,5
tmsglc,3/31/2012,"Swojski Smak",125,61,56,4
yvonnee1968,2/8/2012,"Swojski Smak",24,13,30,4
FinlandTimo,8/7/2011,"Swojski Smak",163,131,77,4
RollingHedgehog,6/14/2011,"Swojski Smak",24,8,10,5
PetraKon,11/5/2015,"Swojski Smak",6,5,0,5
"Hege D",11/5/2015,"Swojski Smak",3,3,0,4
45anetap,10/15/2015,"Swojski Smak",21,19,4,1
"Lina F",10/14/2015,"Swojski Smak",9,6,0,3
Ingermere...,10/14/2015,"Swojski Smak",5,5,0,5
"Hans v",10/14/2015,"Swojski Smak",7,6,1,4
DimitroNa...,10/12/2015,"Swojski Smak",11,10,2,4
SuperFere...,10/12/2015,"Swojski Smak",14,12,2,4
Rikard80,10/10/2015,"Swojski Smak",74,53,9,5
41odensea...,10/10/2015,"Swojski Smak",1,0,1,4
Oslomanne...,9/30/2015,"Swojski Smak",4,0,0,4
lallabenn...,9/23/2015,"Swojski Smak",9,6,3,5
nataliak9...,9/21/2015,"Swojski Smak",2,0,0,2
luis_cmps,9/11/2015,"Swojski Smak",3,3,4,2
"FREDDY F",9/3/2015,"Swojski Smak",35,21,10,4
"Anna B",9/1/2015,"Swojski Smak",1,0,0,4
Market69,8/31/2015,"Swojski Smak",25,22,10,4
lavi58,8/31/2015,"Swojski Smak",143,99,51,2
kimmomatk...,8/29/2015,"Swojski Smak",5,3,1,5
Cornelia...,8/22/2015,"Swojski Smak",11,7,7,4
"Micha C",8/21/2015,"Swojski Smak",31,3,10,4
"Koen M",8/13/2015,"Swojski Smak",10,3,6,4
Wojciech...,8/13/2015,"Swojski Smak",19,9,20,5
"Just J",8/8/2015,"Swojski Smak",1,0,0,4
"Adam M",8/7/2015,"Swojski Smak",312,133,79,4
"Ulf D",7/31/2015,"Swojski Smak",6,5,1,5
ArildOgAn...,7/30/2015,"Swojski Smak",13,9,5,5
"Alessia Z",7/28/2015,"Swojski Smak",7,5,0,4
"Marc S",7/28/2015,"Swojski Smak",242,151,43,3
Ttweet,7/27/2015,"Swojski Smak",185,93,72,4
doocia,7/23/2015,"Swojski Smak",6,6,1,5
Alexander...,7/22/2015,"Swojski Smak",139,53,63,4
"anto s",7/20/2015,"Swojski Smak",3,3,0,4
"Thomas P",7/18/2015,"Swojski Smak",9,8,0,4
"Thomas L",7/15/2015,"Swojski Smak",31,23,8,3
PamellaGM,7/8/2015,"Swojski Smak",73,11,12,4
Annomon,7/2/2015,"Swojski Smak",26,21,9,3
Kal2304,6/24/2015,"Swojski Smak",6,6,0,2
"Shamek W",6/12/2015,"Swojski Smak",3,0,0,2
Milco_Sch...,6/9/2015,"Swojski Smak",1,0,0,5
"Monika R",6/5/2015,"Swojski Smak",2,0,0,4
Renejson,6/4/2015,"Swojski Smak",1,0,2,5
"Damaris L",5/24/2015,"Swojski Smak",64,27,26,5
SylwiaPaz...,5/22/2015,"Swojski Smak",1,0,0,5
"Janne Igg...",5/20/2015,"Swojski Smak",3,0,0,4
D_Elena20...,5/19/2015,"Swojski Smak",33,9,10,2
Bartcort,5/15/2015,"Swojski Smak",18,14,15,5
"Joanna S",5/14/2015,"Swojski Smak",12,6,3,5
Angelica...,5/6/2015,"Swojski Smak",4,0,0,3
Shebbas,5/2/2015,"Swojski Smak",110,61,36,3
Mario790,4/24/2015,"Swojski Smak",29,12,8,5
AnnMaj,4/14/2015,"Swojski Smak",1,0,1,5
dziekanow...,4/10/2015,"Swojski Smak",1,0,0,5
HildeHerm...,4/6/2015,"Swojski Smak",1,0,1,4
Kristian...,4/2/2015,"Swojski Smak",2,0,4,5
"Bozena B",4/2/2015,"Swojski Smak",1,0,0,5
Mtoczek54,3/31/2015,"Swojski Smak",1,0,1,5
Marcin85,3/30/2015,"Swojski Smak",5,3,9,5
Maria201C,3/20/2015,"Swojski Smak",6,6,4,5
jones4711,3/18/2015,"Swojski Smak",1,0,1,5
bartoszsm...,2/28/2015,"Swojski Smak",1,0,0,5
"Marek G",2/24/2015,"Swojski Smak",1,0,1,5
"tomasz o",2/22/2015,"Swojski Smak",1,0,3,5
"Halina D",2/22/2015,"Swojski Smak",1,0,1,5
Lso-dk,2/20/2015,"Swojski Smak",3,0,2,4
Wojciech...,2/19/2015,"Swojski Smak",302,177,160,1
"carafe p",2/2/2015,"Swojski Smak",94,85,57,4
M19740102,1/29/2015,"Swojski Smak",2,0,2,5
"Iwona D",1/24/2015,"Swojski Smak",1,0,3,5
"Leszek M",1/24/2015,"Swojski Smak",2,0,2,5
75skala,1/17/2015,"Swojski Smak",99,56,22,4
Moscow197...,1/7/2015,"Swojski Smak",4,3,3,5
Roxing75,1/6/2015,"Swojski Smak",43,27,12,4
"Paulina F",1/2/2015,"Swojski Smak",2,0,6,5
alfcat,1/1/2015,"Swojski Smak",236,61,87,4
PawelGrab...,12/29/2014,"Swojski Smak",1,0,2,5
erlug,12/18/2014,"Swojski Smak",31,15,2,4
Petros81,12/16/2014,"Swojski Smak",1,0,0,1
"Liv K",12/8/2014,"Swojski Smak",1,0,1,5
"Marta S",12/2/2014,"Swojski Smak",2,0,2,4
Qazx11,11/30/2014,"Swojski Smak",30,26,44,1
valiks2,11/29/2014,"Swojski Smak",278,111,65,4
ZOMES111,11/24/2014,"Swojski Smak",4,4,4,5
"Pierre P",11/23/2014,"Swojski Smak",1,0,0,5
"Gustawa M",11/14/2014,"Swojski Smak",2,0,3,5
drstevie...,11/11/2014,"Swojski Smak",24,24,14,4
"Eirik L",11/6/2014,"Swojski Smak",8,8,3,4
WojciechS...,11/5/2014,"Swojski Smak",22,9,5,2
"Vera S",10/28/2014,"Swojski Smak",2,0,0,4
"Isabel A",10/27/2014,"Swojski Smak",2,0,0,4
"Monika Q",10/26/2014,"Swojski Smak",3,3,2,4
"Regina N",10/20/2014,"Swojski Smak",2,0,5,5
Lazerlaze...,10/16/2014,"Swojski Smak",26,16,16,4
GiuliaMB,10/11/2014,"Swojski Smak",60,44,24,5
"Izabela S",10/9/2014,"Swojski Smak",1,0,2,5
"Dariusz M",10/7/2014,"Swojski Smak",15,10,7,4
"emma t",9/27/2014,"Swojski Smak",4,3,0,1
"marcin g",9/24/2014,"Swojski Smak",151,63,60,4
dermitohn...,9/7/2014,"Swojski Smak",42,7,36,4
WojciechS...,9/6/2014,"Swojski Smak",22,9,5,5
"anna m",8/29/2014,"Swojski Smak",22,16,1,4
Gnomis,8/24/2014,"Swojski Smak",87,50,43,4
"Stas T",8/24/2014,"Swojski Smak",1,0,0,5
fzamponi,8/18/2014,"Swojski Smak",24,16,7,4
Dron22,8/8/2014,"Swojski Smak",20,5,14,5
Lupav73,8/5/2014,"Swojski Smak",66,38,27,5
"Ingrid K",7/16/2014,"Swojski Smak",30,12,3,5
ARSweden,7/7/2014,"Swojski Smak",44,20,19,4
Michael13...,6/30/2014,"Swojski Smak",57,41,25,4
Nuta23,6/30/2014,"Swojski Smak",36,19,9,4
"Tomasz B",6/7/2014,"Swojski Smak",2,0,3,4
reviri,6/4/2014,"Swojski Smak",27,23,3,2
MS_from_L...,5/6/2014,"Swojski Smak",21,10,17,4
"Ula N",5/5/2014,"Swojski Smak",1,0,3,5
Giuliano4...,4/29/2014,"Swojski Smak",236,140,109,4
Joanna_Po...,4/27/2014,"Swojski Smak",13,10,2,4
stromer14,4/24/2014,"Swojski Smak",3,0,0,5
Leif-Sver...,4/18/2014,"Swojski Smak",3,0,1,4
Matthias...,4/17/2014,"Swojski Smak",15,12,12,4
Ruthmuc78,4/5/2014,"Swojski Smak",3,3,3,5
Tobey82,3/20/2014,"Swojski Smak",3,3,0,5
Marzec201...,3/11/2014,"Swojski Smak",1,0,0,5
Siegfried...,3/10/2014,"Swojski Smak",51,33,37,1
Rebeccaaa...,2/25/2014,"Swojski Smak",12,7,2,4
hristo99,2/1/2014,"Swojski Smak",180,62,128,4
mrbonsoir,12/29/2012,"Swojski Smak",16,6,6,4
"Bogdan Z",10/24/2012,"Swojski Smak",1,0,2,5
tob68,10/12/2012,"Swojski Smak",23,18,6,4
"Piotr K",9/30/2012,"Swojski Smak",12,12,7,5
Gosia21,9/5/2012,"Swojski Smak",2,0,3,5
ecosilenc...,8/28/2012,"Swojski Smak",1,0,2,4
Viaggiare...,8/22/2012,"Swojski Smak",89,59,54,3
ZaragozaM...,8/22/2012,"Swojski Smak",132,48,78,5
WojtekB96...,8/20/2012,"Swojski Smak",1,0,3,5
pavlov_81...,8/19/2012,"Swojski Smak",280,154,224,5
Guga83,8/16/2012,"Swojski Smak",171,132,142,5
"Giulio L",8/15/2012,"Swojski Smak",2,0,1,1
"Peter Z",7/25/2012,"Swojski Smak",6,4,7,5
Agnieszka...,7/23/2012,"Swojski Smak",40,36,42,1
Federico...,3/6/2012,"Swojski Smak",1,0,2,5
Kristian...,2/17/2012,"Swojski Smak",2,0,4,5
Anna3276,7/25/2011,"Swojski Smak",84,24,54,3
"tony w",10/22/2015,"Drukarnia Cafe",56,33,28,3
Taylordiva,10/14/2015,"Drukarnia Cafe",12,8,7,5
SzyszynkaInternation,9/29/2015,"Drukarnia Cafe",29,27,3,5
"Julian W",9/10/2015,"Drukarnia Cafe",3,0,1,5
GREAT_REVIEWS_EIRE,8/28/2015,"Drukarnia Cafe",32,23,17,5
"Tomek S",8/24/2015,"Drukarnia Cafe",2,0,0,5
"ewelina R",8/21/2015,"Drukarnia Cafe",13,6,4,5
Megazord,8/15/2015,"Drukarnia Cafe",49,34,19,5
"Zet E",10/22/2015,"Drukarnia Cafe",41,17,18,4
"Klaudia Z",9/14/2015,"Drukarnia Cafe",15,10,3,5
"Edward R",7/29/2015,Burgermania,4,3,1,5
"Mateusz D",10/22/2015,Burgermania,5,3,2,5
Wojciech...,10/22/2015,Burgermania,1,0,1,5
Karol_Zw,9/18/2015,Burgermania,2,0,1,5
"Arti Z",8/8/2015,Burgermania,1,0,1,5
"Jakub K",10/29/2015,Fukafe,1,0,0,5
"Paul S",8/22/2015,Fukafe,5,4,4,5
MCfromEdin,8/17/2015,Fukafe,59,43,31,5
"marcin g",5/1/2015,Fukafe,7,7,0,5
Gmia,4/16/2015,Fukafe,2,0,1,5
mgv4,11/12/2015,Fukafe,15,0,8,5
Karolina...,9/15/2015,Fukafe,6,4,0,5
mikszo,8/19/2015,Fukafe,11,10,0,4
borynka,8/2/2015,Fukafe,37,22,18,5
"Joasia G",7/21/2015,Fukafe,1,0,2,2
"Dorota G",7/10/2015,Fukafe,1,0,0,5
katarzyna...,6/24/2015,Fukafe,14,10,10,4
klaudiaal,5/22/2015,Fukafe,1,0,0,5
idl2015,11/17/2015,"Czekoladowy Mlyn",6,6,0,5
Alexandra1410,9/17/2015,"Czekoladowy Mlyn",14,14,8,1
Jimmi_DK,9/14/2015,"Czekoladowy Mlyn",20,15,23,1
"Nadia X",9/10/2015,"Czekoladowy Mlyn",39,16,15,5
WalterMHalifaxUK,9/8/2015,"Czekoladowy Mlyn",136,87,64,4
"Hege S",9/4/2015,"Czekoladowy Mlyn",12,10,4,5
39marita79,8/27/2015,"Czekoladowy Mlyn",1,0,0,5
"Krisztian Ferry... K",8/23/2015,"Czekoladowy Mlyn",22,12,4,4
Norskjente71,7/26/2015,"Czekoladowy Mlyn",34,13,9,5
"De K",7/24/2015,"Czekoladowy Mlyn",16,7,7,5
CuzSlowpoke,7/14/2015,"Czekoladowy Mlyn",8,4,3,4
"Domi N",7/6/2015,"Czekoladowy Mlyn",8,6,4,4
"Esteban F",7/3/2015,"Czekoladowy Mlyn",13,10,1,5
"Jan V",6/22/2015,"Czekoladowy Mlyn",2,0,0,5
AUSLion,6/10/2015,"Czekoladowy Mlyn",150,88,71,5
JMorris99577,5/30/2015,"Czekoladowy Mlyn",5,4,1,5
kjaterina,5/25/2015,"Czekoladowy Mlyn",2,0,1,5
Lazco,3/19/2015,"Czekoladowy Mlyn",4,3,4,5
Dominika...,10/29/2015,"Czekoladowy Mlyn",34,28,5,5
Basti_war...,10/14/2015,"Czekoladowy Mlyn",14,11,0,5
"Monika N",10/9/2015,"Czekoladowy Mlyn",1,0,0,1
"Polina S",10/3/2015,"Czekoladowy Mlyn",13,5,3,5
dealer8,9/26/2015,"Czekoladowy Mlyn",16,15,2,4
Patrycja...,9/26/2015,"Czekoladowy Mlyn",2,0,1,5
MK2B,9/19/2015,"Czekoladowy Mlyn",105,105,40,4
Kristine...,9/13/2015,"Czekoladowy Mlyn",6,6,0,4
"Dominik R",9/5/2015,"Czekoladowy Mlyn",16,15,4,5
"Kasia K",9/2/2015,"Czekoladowy Mlyn",12,5,2,5
"Patryk O",8/14/2015,"Czekoladowy Mlyn",40,23,22,4
"Jagoda K",7/23/2015,"Czekoladowy Mlyn",14,7,3,4
"Dariusz M",7/16/2015,"Czekoladowy Mlyn",3,3,2,4
Kallveris,7/9/2015,"Czekoladowy Mlyn",6,4,1,5
"Anna N",6/30/2015,"Czekoladowy Mlyn",5,4,9,4
EvaLHorte...,6/15/2015,"Czekoladowy Mlyn",31,13,7,5
"Mateusz B",5/30/2015,"Czekoladowy Mlyn",5,4,5,5
"Dietmar P",5/27/2015,"Czekoladowy Mlyn",2,0,0,5
Magdalena...,5/9/2015,"Czekoladowy Mlyn",31,23,4,5
"Marek D",4/25/2015,"Czekoladowy Mlyn",91,55,28,4
Alicja_dp...,2/21/2015,"Czekoladowy Mlyn",11,9,9,5
"Gregg M",10/14/2015,"Amsterdam bar and bagel",13,10,2,2
"Jamie G",9/11/2015,"Amsterdam bar and bagel",12,11,14,5
Gertrood,3/31/2015,"Amsterdam bar and bagel",2,0,2,5
"Henrik E",3/23/2015,"Amsterdam bar and bagel",2,0,0,5
"Niki V",1/9/2015,"Amsterdam bar and bagel",2,0,0,5
"moya f",12/29/2014,"Amsterdam bar and bagel",25,17,14,5
AndrewAndCeri,12/14/2014,"Amsterdam bar and bagel",38,18,20,4
"Lynne C",12/8/2014,"Amsterdam bar and bagel",7,5,3,5
peediewife,11/24/2014,"Amsterdam bar and bagel",166,81,84,5
"Aneta F",11/23/2014,"Amsterdam bar and bagel",31,11,11,5
1981AMD,10/30/2014,"Amsterdam bar and bagel",54,35,23,5
kellylu,10/27/2014,"Amsterdam bar and bagel",49,20,31,4
ID576207,10/7/2014,"Amsterdam bar and bagel",69,40,46,5
Kallander,9/11/2014,"Amsterdam bar and bagel",103,55,95,4
Waddler,6/24/2014,"Amsterdam bar and bagel",1,213,479,4
Jimbo16,2/4/2014,"Amsterdam bar and bagel",32,10,54,4
phillystravels,12/6/2012,"Amsterdam bar and bagel",113,45,90,4
grahamfin,10/6/2012,"Amsterdam bar and bagel",65,40,24,4
"Henrik L",11/5/2015,"Amsterdam bar and bagel",21,9,0,5
"Tero S",10/29/2015,"Amsterdam bar and bagel",3,0,1,5
515belka7,8/4/2015,"Amsterdam bar and bagel",4,0,0,5
"Frank T",5/16/2015,"Amsterdam bar and bagel",15,0,10,5
_eNWu,5/4/2015,"Amsterdam bar and bagel",10,4,8,4
"Marek D",4/16/2015,"Amsterdam bar and bagel",91,55,28,4
justynaLC,3/29/2015,"Amsterdam bar and bagel",4,3,2,4
"Edyta S",3/25/2015,"Amsterdam bar and bagel",96,70,18,4
GosiaKJ,3/1/2015,"Amsterdam bar and bagel",37,25,13,5
"Piotr G",2/10/2015,"Amsterdam bar and bagel",36,18,18,5
CenereGri...,8/8/2014,"Amsterdam bar and bagel",35,26,15,5
"Tonia U",7/12/2014,"Amsterdam bar and bagel",6,4,0,4
viaggio51,4/19/2014,"Amsterdam bar and bagel",111,76,89,2
"Frida P",1/10/2014,"Amsterdam bar and bagel",1,0,0,4
jneagle,10/29/2015,"Dominikanska Restaurant",2,0,0,5
"Daniel W",10/29/2015,"Dominikanska Restaurant",3,0,0,4
mark7557,10/22/2015,"Dominikanska Restaurant",60,39,67,5
Albia-Newton,10/14/2015,"Dominikanska Restaurant",651,193,367,5
radar20152015,9/11/2015,"Dominikanska Restaurant",9,9,3,5
"Geir P",8/11/2015,"Dominikanska Restaurant",13,6,7,5
hemingwayaway,8/4/2015,"Dominikanska Restaurant",137,66,242,4
"Emmet W",7/20/2015,"Dominikanska Restaurant",5,0,0,5
"Maciej B",11/16/2015,"Dominikanska Restaurant",1,0,0,5
GeirPaaEg,11/12/2015,"Dominikanska Restaurant",108,53,77,3
Roxing75,10/29/2015,"Dominikanska Restaurant",43,27,12,5
"Ewa K",10/9/2015,"Dominikanska Restaurant",7,3,8,4
confident...,10/6/2015,"Dominikanska Restaurant",86,39,54,4
rafeta54,9/15/2015,"Dominikanska Restaurant",4,0,0,5
"Geir S",9/13/2015,"Dominikanska Restaurant",5,5,2,5
"Jurgen T",9/12/2015,"Dominikanska Restaurant",1,0,0,4
"Danuta M",8/5/2015,"Dominikanska Restaurant",4,4,0,3
"Gregg M",10/13/2015,"Slowianskie Smaki",13,10,2,5
Ciolcik,11/12/2015,"Slowianskie Smaki",7,7,2,5
"Merja K",11/5/2015,"Slowianskie Smaki",38,15,1,5
justanick...,10/29/2015,"Slowianskie Smaki",1,0,1,5
"Peter S",8/27/2015,"Slowianskie Smaki",61,49,4,4
"Oleksii T",7/9/2015,"Slowianskie Smaki",1,0,0,5
ashka1,11/15/2015,"La Pampa Steak House",54,37,30,5
Adventurer62,11/5/2015,"La Pampa Steak House",68,34,18,5
"Rune S",11/5/2015,"La Pampa Steak House",13,11,0,4
JulesG1304,10/29/2015,"La Pampa Steak House",7,3,3,5
"Natalia L",10/29/2015,"La Pampa Steak House",29,21,2,4
"Rune H",10/29/2015,"La Pampa Steak House",83,25,42,4
yvonnee1968,10/9/2015,"La Pampa Steak House",24,13,30,4
Paivi2012,10/6/2015,"La Pampa Steak House",4,0,1,5
"Mette B",9/30/2015,"La Pampa Steak House",35,15,9,3
MarkLomma,9/23/2015,"La Pampa Steak House",7,7,3,4
renateeik,9/22/2015,"La Pampa Steak House",19,9,5,3
"Thor U",9/19/2015,"La Pampa Steak House",4,0,1,4
"Sharon F",9/17/2015,"La Pampa Steak House",23,11,3,5
"Tiia R",9/12/2015,"La Pampa Steak House",3,3,1,5
"Roman V",8/16/2015,"La Pampa Steak House",3,3,2,2
normanjones,8/9/2015,"La Pampa Steak House",50,26,35,5
ntothea,8/4/2015,"La Pampa Steak House",11,8,1,4
"Tonje O",8/3/2015,"La Pampa Steak House",7,6,0,4
"Joakim E",7/31/2015,"La Pampa Steak House",2,0,2,2
Terryball,7/27/2015,"La Pampa Steak House",37,9,14,4
"Emilie M",7/26/2015,"La Pampa Steak House",23,12,12,3
"Ronny S",7/21/2015,"La Pampa Steak House",4,3,1,5
Babeski,7/17/2015,"La Pampa Steak House",45,37,31,3
"Christian E",7/16/2015,"La Pampa Steak House",4,4,5,5
"Gudrun M",7/13/2015,"La Pampa Steak House",9,6,3,3
irumley,7/7/2015,"La Pampa Steak House",53,23,20,5
Prehab26,6/30/2015,"La Pampa Steak House",12,9,17,4
"Tiia R",6/25/2015,"La Pampa Steak House",3,3,1,5
"Tuukka M",6/21/2015,"La Pampa Steak House",6,3,1,3
"Sari H",6/19/2015,"La Pampa Steak House",7,4,3,3
mkks1,6/18/2015,"La Pampa Steak House",51,24,57,4
Mex31,6/4/2015,"La Pampa Steak House",27,21,26,5
"Charlie H",5/23/2015,"La Pampa Steak House",2,0,1,5
"Adam M",5/5/2015,"La Pampa Steak House",24,10,12,4
"Riitta M",4/19/2015,"La Pampa Steak House",4,3,2,4
"MARK J",4/18/2015,"La Pampa Steak House",47,12,47,5
"marcin g",4/18/2015,"La Pampa Steak House",7,7,0,5
"Adrian S",4/15/2015,"La Pampa Steak House",8,6,5,4
Gwen_BE,4/10/2015,"La Pampa Steak House",143,58,51,4
Katukas10,4/6/2015,"La Pampa Steak House",5,5,5,5
MatsRabe,3/26/2015,"La Pampa Steak House",90,49,16,2
Kimmen1,3/25/2015,"La Pampa Steak House",210,96,126,4
BasiaStr,3/19/2015,"La Pampa Steak House",12,5,11,5
jem57,3/18/2015,"La Pampa Steak House",26,16,16,5
NiallF91,3/8/2015,"La Pampa Steak House",16,12,9,3
"Simon R",3/8/2015,"La Pampa Steak House",20,12,10,4
hesy,2/21/2015,"La Pampa Steak House",90,42,51,4
"Robert C",2/17/2015,"La Pampa Steak House",80,56,17,4
Deborah_Martin2013,2/16/2015,"La Pampa Steak House",23,3,9,5
RhianJay,2/13/2015,"La Pampa Steak House",26,18,40,4
Thorbjorn66,1/18/2015,"La Pampa Steak House",1,0,0,5
karinae1,1/15/2015,"La Pampa Steak House",15,5,7,4
"Vidar J",1/1/2015,"La Pampa Steak House",15,12,2,4
"Kjetil B",12/30/2014,"La Pampa Steak House",6,5,2,5
"Hesam A",12/29/2014,"La Pampa Steak House",35,24,6,3
GHMShrewsbury,12/8/2014,"La Pampa Steak House",156,105,76,4
"Gabriel K",12/3/2014,"La Pampa Steak House",18,14,3,4
mkks1,11/26/2014,"La Pampa Steak House",51,24,57,4
"Timo A",11/19/2014,"La Pampa Steak House",5,3,1,4
"Esther F",11/18/2014,"La Pampa Steak House",2,0,1,3
Gabbipower,11/17/2014,"La Pampa Steak House",7,3,2,4
IvarE35,11/2/2014,"La Pampa Steak House",35,18,8,4
mariaa1972,10/28/2014,"La Pampa Steak House",55,45,44,3
Sasanf,10/27/2014,"La Pampa Steak House",177,50,126,4
S_PWilmington_Kent,10/24/2014,"La Pampa Steak House",28,7,19,3
KorsGeorge,10/18/2014,"La Pampa Steak House",39,21,67,4
reisemye,9/21/2014,"La Pampa Steak House",30,17,25,4
LiverpoolBloggy,9/21/2014,"La Pampa Steak House",34,8,13,5
Katrine68,9/13/2014,"La Pampa Steak House",9,5,2,4
"Besart R",9/11/2014,"La Pampa Steak House",10,8,7,5
"Anthony S",9/4/2014,"La Pampa Steak House",4,0,4,2
"David C",9/3/2014,"La Pampa Steak House",77,24,38,4
"Agnes L",8/31/2014,"La Pampa Steak House",18,12,9,5
"Randi L",8/13/2014,"La Pampa Steak House",17,6,2,4
helsle,7/7/2014,"La Pampa Steak House",25,22,2,4
Heta77,4/21/2014,"La Pampa Steak House",15,10,8,3
"Daria k",4/12/2014,"La Pampa Steak House",24,12,7,5
"Jouni V",4/3/2014,"La Pampa Steak House",80,64,46,4
"Natalie S",2/10/2014,"La Pampa Steak House",1,0,0,5
"Dilan T",2/8/2014,"La Pampa Steak House",5,5,0,5
AlanT88OWN,1/24/2014,"La Pampa Steak House",162,58,52,5
tetera,1/1/2014,"La Pampa Steak House",8,3,5,5
Terje1,11/17/2015,"La Pampa Steak House",119,43,19,5
jasiek111...,11/12/2015,"La Pampa Steak House",95,56,22,3
stomper71,11/12/2015,"La Pampa Steak House",2,0,0,5
"Kristin B",11/12/2015,"La Pampa Steak House",1,0,0,4
martinegs,11/12/2015,"La Pampa Steak House",4,3,0,4
"Mauro I",11/5/2015,"La Pampa Steak House",11,8,2,2
Lene85_No...,11/5/2015,"La Pampa Steak House",4,0,2,5
434aghad,10/29/2015,"La Pampa Steak House",32,15,8,5
Harsko,10/29/2015,"La Pampa Steak House",62,19,13,4
"Nora B",10/29/2015,"La Pampa Steak House",6,4,1,3
"Nils H",10/29/2015,"La Pampa Steak House",6,4,1,5
"Mariusz M",10/29/2015,"La Pampa Steak House",66,43,31,4
"Merete P",10/22/2015,"La Pampa Steak House",12,8,0,4
Zaxaar,10/22/2015,"La Pampa Steak House",20,10,5,4
"Monika H",10/11/2015,"La Pampa Steak House",11,7,0,5
"Maciej B",10/8/2015,"La Pampa Steak House",61,39,8,4
"Anna H",10/4/2015,"La Pampa Steak House",1,0,0,3
Duppsko,9/25/2015,"La Pampa Steak House",12,9,9,5
"Renate D",9/23/2015,"La Pampa Steak House",3,0,0,4
Paclafe,9/23/2015,"La Pampa Steak House",136,54,95,5
"Petter Th...",9/15/2015,"La Pampa Steak House",11,7,1,5
J0stein,9/14/2015,"La Pampa Steak House",44,14,6,5
Roxing75,9/9/2015,"La Pampa Steak House",43,27,12,5
"Marceli M",9/6/2015,"La Pampa Steak House",2,0,0,3
andalucia...,8/31/2015,"La Pampa Steak House",15,5,7,5
"Carina N",8/30/2015,"La Pampa Steak House",1,0,0,4
Margareth...,8/22/2015,"La Pampa Steak House",1,0,1,5
"Ashild T",8/20/2015,"La Pampa Steak House",3,0,0,4
"Edyta x",8/17/2015,"La Pampa Steak House",2,0,0,2
Geirmund...,8/9/2015,"La Pampa Steak House",3,0,0,2
thomasnor...,8/5/2015,"La Pampa Steak House",20,13,0,5
Hege2,7/30/2015,"La Pampa Steak House",2,0,0,4
Christina...,7/27/2015,"La Pampa Steak House",11,8,3,4
MikolakKe...,7/26/2015,"La Pampa Steak House",22,13,2,4
tranquy,7/20/2015,"La Pampa Steak House",37,20,27,3
Roxing75,7/20/2015,"La Pampa Steak House",43,27,12,5
ElluJ,7/17/2015,"La Pampa Steak House",41,20,12,5
"Simen S",7/17/2015,"La Pampa Steak House",1,0,0,5
mn_makaro...,7/14/2015,"La Pampa Steak House",146,139,27,3
"Espen H",7/6/2015,"La Pampa Steak House",4,0,1,5
"Janus A",7/5/2015,"La Pampa Steak House",46,24,4,4
Annekatt,7/3/2015,"La Pampa Steak House",9,6,2,5
"Marcos M",6/27/2015,"La Pampa Steak House",2,0,0,5
"Kine L",6/25/2015,"La Pampa Steak House",10,8,1,4
TrineIS,6/25/2015,"La Pampa Steak House",30,10,12,4
"Kjetil S",6/23/2015,"La Pampa Steak House",8,6,4,4
Anne-Mali...,6/23/2015,"La Pampa Steak House",6,4,1,4
Krystian...,6/19/2015,"La Pampa Steak House",47,22,12,5
"Marek L",6/18/2015,"La Pampa Steak House",1,0,0,4
"Gian D",6/18/2015,"La Pampa Steak House",43,41,24,3
Svietik,6/15/2015,"La Pampa Steak House",43,14,24,5
idamaris,6/13/2015,"La Pampa Steak House",7,5,3,3
"Lars L",6/9/2015,"La Pampa Steak House",1,0,0,5
"Tormod M",6/9/2015,"La Pampa Steak House",2,0,1,5
GabrysiaN...,6/6/2015,"La Pampa Steak House",1,0,1,5
RoelFen,5/24/2015,"La Pampa Steak House",2,0,1,5
"Monica H",5/20/2015,"La Pampa Steak House",1,0,0,5
"z z",5/20/2015,"La Pampa Steak House",17,12,6,5
"Elin P",5/15/2015,"La Pampa Steak House",3,0,0,5
dita06,5/15/2015,"La Pampa Steak House",2,0,1,5
apax,5/12/2015,"La Pampa Steak House",153,142,113,2
Christian...,5/8/2015,"La Pampa Steak House",3,3,1,5
Dunkfarth,4/28/2015,"La Pampa Steak House",11,9,4,5
Christer...,4/17/2015,"La Pampa Steak House",5,0,0,5
Schabe,4/12/2015,"La Pampa Steak House",6,4,2,5
"Kristin E",3/31/2015,"La Pampa Steak House",1,0,0,4
"Renata R",3/5/2015,"La Pampa Steak House",2,0,0,3
"Micha M",2/22/2015,"La Pampa Steak House",12,8,5,4
Thax2014,2/8/2015,"La Pampa Steak House",155,75,12,4
Karolinen...,2/7/2015,"La Pampa Steak House",3,3,1,3
